iter	RMSE
1665	8.626417988
1666	8.626329205
1667	8.626268483
1668	8.626178778
1669	8.626101494
1670	8.626015468
1671	8.625923461
1672	8.625790509
1673	8.625710001
1674	8.625588547
1675	8.625499755
1676	8.625413724
1677	8.625328151
1678	8.625228775
1679	8.625168045
1680	8.625096273
1681	8.624978491
1682	8.624892914
1683	8.624816078
1684	8.624681729
1685	8.624623755
1686	8.624544616
1687	8.624415784
1688	8.624350907
1689	8.624258422
1690	8.624153053
1691	8.624050902
1692	8.623963476
1693	8.62388295
1694	8.623817149
1695	8.623747666
1696	8.623673581
1697	8.623594433
1698	8.623513444
1699	8.623381836
1700	8.623331677
1701	8.623235499
1702	8.623145763
1703	8.62308778
1704	8.622996202
1705	8.622909224
1706	8.622796015
1707	8.622708115
1708	8.622561307
1709	8.622465581
1710	8.622373076
1711	8.622304042
1712	8.62224099
1713	8.62212639
1714	8.622058275
1715	8.621995681
1716	8.621928024
1717	8.621850702
1718	8.621772918
1719	8.621693293
1720	8.621612286
1721	8.62153404
1722	8.621451191
1723	8.621337041
1724	8.621234398
1725	8.621126229
1726	8.621004711
1727	8.62091265
1728	8.620788367
1729	8.620652113
1730	8.620577541
1731	8.620474888
1732	8.620398013
1733	8.62031147
1734	8.620201909
1735	8.620107538
1736	8.620033882
1737	8.619938589
1738	8.619858026
1739	8.619802782
1740	8.619720837
1741	8.619608045
1742	8.619509064
1743	8.619427116
1744	8.619349311
1745	8.619261836
1746	8.619168376
1747	8.619108063
1748	8.619027032
1749	8.618929426
1750	8.618865889
1751	8.618772424
1752	8.618699677
1753	8.61859516
1754	8.618463937
1755	8.618378756
1756	8.618280681
1757	8.618231874
1758	8.618131496
1759	8.618039865
1760	8.617946852
1761	8.617857061
1762	8.61777832
1763	8.617665043
1764	8.617559132
1765	8.617484533
1766	8.617403947
1767	8.617270864
1768	8.617154817
1769	8.617055808
1770	8.616971994
1771	8.616908443
1772	8.616814036
1773	8.616748181
1774	8.616649627
1775	8.616569494
1776	8.616484754
1777	8.616397251
1778	8.61630422
1779	8.616219018
1780	8.616109865
1781	8.616030187
1782	8.615941758
1783	8.615848722
1784	8.615749698
1785	8.615666793
1786	8.615611062
1787	8.615518944
1788	8.615434654
1789	8.615333322
1790	8.615221855
1791	8.615138485
1792	8.615029779
1793	8.614892053
1794	8.614801769
1795	8.614736359
1796	8.614665882
1797	8.614594943
1798	8.61452124
1799	8.614424964
1800	8.614325463
1801	8.614202927
1802	8.614132906
1803	8.614025109
1804	8.613950479
1805	8.613865714
1806	8.613781869
1807	8.613663472
1808	8.613589761
1809	8.613531252
1810	8.613440033
1811	8.613340981
1812	8.613274639
1813	8.613182035
1814	8.613102791
1815	8.612974248
1816	8.612888091
1817	8.612807923
1818	8.612743419
1819	8.612622704
1820	8.612531475
1821	8.612448539
1822	8.612372975
1823	8.612288194
1824	8.612201569
1825	8.61213015
1826	8.612072092
1827	8.611976249
1828	8.611893769
1829	8.611819582
1830	8.611753688
1831	8.611672127
1832	8.611604389
1833	8.611508542
1834	8.611408546
1835	8.611341267
1836	8.611292881
1837	8.611196569
1838	8.611121915
1839	8.611001177
1840	8.61092053
1841	8.610843109
1842	8.610734349
1843	8.610677204
1844	8.610582267
1845	8.610499773
1846	8.61044447
1847	8.610381331
1848	8.610307592
1849	8.610189147
1850	8.610114945
1851	8.610037055
1852	8.609958243
1853	8.609848551
1854	8.609774807
1855	8.609679861
1856	8.609599663
1857	8.609508402
1858	8.609408383
1859	8.609358142
1860	8.609261809
1861	8.609086654
1862	8.609035951
1863	8.608964044
1864	8.608898128
1865	8.608785656
1866	8.60871513
1867	8.608634923
1868	8.608517377
1869	8.608427488
1870	8.608365256
1871	8.608267067
1872	8.608173949
1873	8.608114942
1874	8.608049942
1875	8.607972956
1876	8.607904267
1877	8.607851713
1878	8.607775647
1879	8.607650713
1880	8.607565886
1881	8.607489817
1882	8.607370872
1883	8.607297568
1884	8.607201212
1885	8.607085951
1886	8.606981754
1887	8.606902453
1888	8.606798254
1889	8.606706042
1890	8.606614289
1891	8.606564955
1892	8.606462135
1893	8.606363002
1894	8.606296606
1895	8.606209921
1896	8.606094186
1897	8.606025943
1898	8.6059577
1899	8.605895912
1900	8.605814295
1901	8.605728067
1902	8.605636304
1903	8.605526095
1904	8.605436635
1905	8.605366543
1906	8.605273392
1907	8.605176091
1908	8.605112913
1909	8.605026678
1910	8.604949665
1911	8.604870345
1912	8.604807165
1913	8.604699713
1914	8.604596409
1915	8.604539223
1916	8.604428539
1917	8.604346908
1918	8.604253747
1919	8.60417811
1920	8.604089559
1921	8.60401715
1922	8.603921218
1923	8.603850651
1924	8.603753795
1925	8.603671697
1926	8.603576222
1927	8.603475673
1928	8.603405103
1929	8.603345141
1930	8.603261194
1931	8.603205383
1932	8.603120512
1933	8.603020418
1934	8.602948461
1935	8.602862665
1936	8.602771794
1937	8.602692454
1938	8.602595123
1939	8.602485337
1940	8.602419372
1941	8.602305431
1942	8.602236236
1943	8.602100611
1944	8.60199866
1945	8.601881485
1946	8.60180675
1947	8.601737089
1948	8.601642516
1949	8.601549325
1950	8.601441371
1951	8.601348178
1952	8.601262827
1953	8.601166403
1954	8.601098121
1955	8.601013229
1956	8.600909882
1957	8.600827756
1958	8.600725791
1959	8.600629822
1960	8.600582298
1961	8.600537543
1962	8.600449877
1963	8.600357135
1964	8.600287001
1965	8.600188259
1966	8.600080749
1967	8.600020764
1968	8.599913713
1969	8.599815428
1970	8.599755903
1971	8.599676074
1972	8.599595782
1973	8.599501185
1974	8.599427353
1975	8.599342906
1976	8.599247383
1977	8.599146322
1978	8.599061411
1979	8.598970038
1980	8.598891125
1981	8.598802519
1982	8.598695914
1983	8.598605922
1984	8.598498854
1985	8.598433781
1986	8.59833871
1987	8.598285174
1988	8.598173486
1989	8.598115796
1990	8.598000875
1991	8.597916876
1992	8.597826876
1993	8.597735028
1994	8.597657027
1995	8.597550869
1996	8.597492252
1997	8.597413786
1998	8.597330704
1999	8.597217158
