iter	RMSE
306	8.791327798
307	8.791106166
308	8.79094276
309	8.790700353
310	8.7903979
311	8.790217326
312	8.789976705
313	8.789843526
314	8.789523887
315	8.789225908
316	8.789051631
317	8.78893108
318	8.788702163
319	8.788539615
320	8.788412284
321	8.788211801
322	8.788023054
323	8.787728186
324	8.787403954
325	8.78723235
326	8.786971326
327	8.7867541
328	8.786492158
329	8.7863106
330	8.786115038
331	8.785882435
332	8.785612788
333	8.785484511
334	8.785292092
335	8.785021072
336	8.784736944
337	8.78438866
338	8.784138844
339	8.783899864
340	8.783685725
341	8.783478358
342	8.78327957
343	8.783095235
344	8.782855774
345	8.782681371
346	8.782384967
347	8.782211458
348	8.782053309
349	8.781920009
350	8.781803427
351	8.781449152
352	8.781309517
353	8.781112487
354	8.78091003
355	8.780716155
356	8.780538093
357	8.780400251
358	8.780280033
359	8.779959594
360	8.779822647
361	8.779566374
362	8.779397781
363	8.779264893
364	8.779123415
365	8.778940801
366	8.778781237
367	8.778519961
368	8.778373498
369	8.778198101
370	8.777982015
371	8.777816104
372	8.777613119
373	8.777278115
374	8.777087777
375	8.776962088
376	8.77674145
377	8.776588175
378	8.77639737
379	8.776262176
380	8.776106632
381	8.775922147
382	8.775747605
383	8.775551355
384	8.775394442
385	8.775236622
386	8.775006896
387	8.77480656
388	8.774649181
389	8.774434364
390	8.77429507
391	8.774107832
392	8.773972151
393	8.773818828
394	8.773686308
395	8.773499962
396	8.773372413
397	8.773237172
398	8.773020963
399	8.772800679
400	8.772639645
401	8.772443326
402	8.772273239
403	8.772120339
404	8.771997745
405	8.771839412
406	8.771726767
407	8.771519569
408	8.771317796
409	8.77117076
410	8.771020103
411	8.770874873
412	8.770625577
413	8.770495724
414	8.77028533
415	8.770141897
416	8.76997267
417	8.769773576
418	8.769619275
419	8.769346865
420	8.769170383
421	8.768983036
422	8.768724184
423	8.768580725
424	8.768420067
425	8.768254881
426	8.768118656
427	8.767814971
428	8.767689149
429	8.767440668
430	8.76730262
431	8.76717996
432	8.766974012
433	8.766854063
434	8.766733659
435	8.76644079
436	8.766263797
437	8.76615606
438	8.765983135
439	8.76576222
440	8.765510063
441	8.765379228
442	8.765209004
443	8.764964981
444	8.764782524
445	8.764569729
446	8.76446016
447	8.764297163
448	8.764131899
449	8.764019608
450	8.763903693
451	8.763768759
452	8.763636992
453	8.763459489
454	8.763317303
455	8.763141605
456	8.762979942
457	8.762710949
458	8.762591394
459	8.762484065
460	8.762329635
461	8.762171127
462	8.761999935
463	8.761788431
464	8.761675657
465	8.76153163
466	8.761327815
467	8.761067377
468	8.760879404
469	8.760767977
470	8.760607629
471	8.760464491
472	8.760321803
473	8.760163259
474	8.759962582
475	8.759771868
476	8.759599723
477	8.759494622
478	8.759372758
479	8.759123135
480	8.758955055
481	8.758738947
482	8.758560438
483	8.758356101
484	8.758220175
485	8.758111886
486	8.757885336
487	8.75769956
488	8.75760803
489	8.757463937
490	8.757340232
491	8.757208369
492	8.757074691
493	8.756923338
494	8.756791922
495	8.75658709
496	8.756419867
497	8.756312915
498	8.756126653
499	8.75600021
500	8.755832976
501	8.755694745
502	8.755524786
503	8.755401961
504	8.755190297
505	8.755003105
506	8.754819988
507	8.754673582
508	8.754538506
509	8.754384842
510	8.75418222
511	8.753937436
512	8.753794642
513	8.753685392
514	8.753544407
515	8.753426087
516	8.75326651
517	8.753170401
518	8.753054796
519	8.752915614
520	8.75276827
521	8.752612308
522	8.752465412
523	8.752362493
524	8.75224733
525	8.752094987
526	8.751962592
527	8.751798001
528	8.751642476
529	8.751496017
530	8.751398981
531	8.75125932
532	8.751023069
533	8.750923761
534	8.750810393
535	8.750711989
536	8.750585921
537	8.750403619
538	8.750300222
539	8.750191381
540	8.750061224
541	8.749880271
542	8.749738318
543	8.749604073
544	8.749469372
545	8.749352357
546	8.749207674
547	8.74902761
548	8.748870675
549	8.748714191
550	8.748580384
551	8.748441131
552	8.748298247
553	8.748189382
554	8.748082783
555	8.747927646
556	8.747743927
557	8.747634601
558	8.747421389
559	8.74729482
560	8.747184581
561	8.74705937
562	8.746921908
563	8.746765842
564	8.746610681
565	8.746456879
566	8.746264055
567	8.746141553
568	8.74593874
569	8.745809427
570	8.745717319
571	8.745607968
572	8.745464584
573	8.745317568
574	8.745113828
575	8.744950017
576	8.744775765
577	8.744640082
578	8.744419082
579	8.744251627
580	8.744130458
581	8.743943936
582	8.743806425
583	8.743668004
584	8.743556358
585	8.743435633
586	8.743280413
587	8.743142438
588	8.742960434
589	8.742854679
590	8.742713973
591	8.742464329
592	8.742345405
593	8.742259615
594	8.742135695
595	8.742028115
596	8.741889665
597	8.741732602
598	8.741605951
599	8.741491555
600	8.741362176
601	8.74126185
602	8.741116579
603	8.740986741
604	8.740838741
605	8.740710715
606	8.740603117
607	8.740436043
608	8.74028304
609	8.740148649
610	8.739970215
611	8.739786783
612	8.739625142
613	8.739473033
614	8.739320921
615	8.739216484
616	8.739000342
617	8.738897264
618	8.738800088
619	8.738604825
620	8.738533984
621	8.738441345
622	8.738283766
623	8.738145257
624	8.738056702
625	8.737934993
626	8.737816461
627	8.7376457
628	8.73752989
629	8.737434515
630	8.73727283
631	8.737129764
632	8.737043014
633	8.736921746
634	8.736778673
635	8.736620156
636	8.736472536
637	8.736355802
638	8.7362427
639	8.736135955
640	8.735970158
641	8.735870678
642	8.735733494
643	8.735587677
644	8.735487739
645	8.735349186
646	8.735164294
647	8.73501983
648	8.73488127
649	8.734728624
650	8.734551442
651	8.734416963
652	8.734287934
653	8.734155268
654	8.734048499
655	8.733964445
656	8.733894021
657	8.733723637
658	8.73359687
659	8.733446473
660	8.733327426
661	8.733209287
662	8.733063882
663	8.73294801
664	8.732821232
665	8.732676729
666	8.732529498
667	8.732335912
668	8.732200036
669	8.732051433
670	8.731928277
671	8.731800574
672	8.731664235
673	8.731531075
674	8.731307471
675	8.731141582
676	8.730975236
677	8.730834793
678	8.730707984
679	8.730589354
680	8.730458451
681	8.730342999
682	8.730240274
683	8.730148001
684	8.73006891
685	8.72997709
686	8.729886634
687	8.729766629
688	8.729626622
689	8.729448882
690	8.729372511
691	8.729217496
692	8.729078844
693	8.72893337
694	8.728824263
695	8.72867924
696	8.728543761
697	8.728426466
698	8.728307351
699	8.7281996
700	8.728094121
701	8.727988186
702	8.72791544
703	8.727752215
704	8.727580803
705	8.727477135
706	8.727335272
707	8.727246152
708	8.727085188
709	8.72689239
710	8.72677189
711	8.726671851
712	8.726566353
713	8.726457671
714	8.726332618
715	8.726237121
716	8.726122068
717	8.7259961
718	8.72587013
719	8.725640014
720	8.725507217
721	8.725350768
722	8.725262538
723	8.725137012
724	8.724957361
725	8.724764062
726	8.724651719
727	8.724501168
728	8.72439519
729	8.724291939
730	8.724210975
731	8.724113636
732	8.724006743
733	8.723793408
734	8.723671955
735	8.723533215
736	8.723345798
737	8.723220244
738	8.723109701
739	8.722962308
740	8.722812638
741	8.722704819
742	8.722546956
743	8.722450963
744	8.722342684
745	8.72223031
746	8.722109291
747	8.722036951
748	8.721926393
749	8.72178171
750	8.721681158
751	8.721552396
752	8.721429091
753	8.721353561
754	8.721185208
755	8.721114225
756	8.721007751
757	8.72090264
758	8.720730183
759	8.720600951
760	8.720519043
761	8.720409831
762	8.72027923
763	8.720145896
764	8.720054882
765	8.719934287
766	8.719820972
767	8.719728134
768	8.71956339
769	8.71945098
770	8.719287141
771	8.719198394
772	8.719116928
773	8.718983121
774	8.718898922
775	8.718735528
776	8.71866134
777	8.718543001
778	8.718446509
779	8.718295851
780	8.718221203
781	8.718036859
782	8.717908042
783	8.717767389
784	8.717643576
785	8.717531142
786	8.717420982
787	8.717231612
788	8.717100053
789	8.716975775
790	8.716823271
791	8.716635254
792	8.716503686
793	8.71633615
794	8.71624282
795	8.71610214
796	8.715984677
797	8.715837163
798	8.715732901
799	8.715604961
800	8.715489768
801	8.715360915
802	8.715269395
803	8.715126423
804	8.715003028
805	8.714903764
806	8.71472709
807	8.714554055
808	8.714480742
809	8.714299506
810	8.714197957
811	8.714121453
812	8.713977096
813	8.713870079
814	8.713747121
815	8.713604124
816	8.713468866
817	8.713355922
818	8.713255729
819	8.71319288
820	8.713070368
821	8.712989755
822	8.712885914
823	8.712750645
824	8.712652722
825	8.712501964
826	8.712372155
827	8.712248721
828	8.7121722
829	8.712040564
830	8.711895262
831	8.711800973
832	8.711735836
833	8.711595083
834	8.71149988
835	8.711379167
836	8.71126574
837	8.711121791
838	8.711008817
839	8.710908141
840	8.710799719
841	8.710709519
842	8.710569205
843	8.710441645
844	8.710321828
845	8.710236634
846	8.71016374
847	8.71005941
848	8.709928653
849	8.709814296
850	8.709696749
851	8.709596969
852	8.709472129
853	8.70941153
854	8.709280764
855	8.709205584
856	8.709097141
857	8.708995532
858	8.70888982
859	8.708816004
860	8.708673381
861	8.708570856
862	8.708414103
863	8.708263272
864	8.708170766
865	8.708029045
866	8.707931068
867	8.707777039
868	8.707674047
869	8.707551457
870	8.707492213
871	8.707370532
872	8.707254775
873	8.70717502
874	8.707046499
875	8.706928458
876	8.706853713
877	8.706738861
878	8.706641781
879	8.706526926
880	8.706437137
881	8.706326837
882	8.706212888
883	8.706076604
884	8.705976327
885	8.7057899
886	8.705686884
887	8.705542843
888	8.705441192
889	8.70529897
890	8.705179994
891	8.70504415
892	8.704947052
893	8.704842659
894	8.704727324
895	8.704611987
896	8.704457442
897	8.704246364
898	8.704160654
899	8.704053972
900	8.703960967
901	8.703816441
902	8.703666897
903	8.703527382
904	8.703412941
905	8.703291204
906	8.703161713
907	8.703028117
908	8.702919142
909	8.702815636
910	8.702704834
911	8.702513777
912	8.702384731
913	8.702236987
914	8.702158554
915	8.702053671
916	8.701953348
917	8.701814717
918	8.701729896
919	8.701556602
920	8.701425718
921	8.701351382
922	8.701272029
923	8.701160295
924	8.701095078
925	8.701018003
926	8.700852449
927	8.700744814
928	8.700621671
929	8.700495333
930	8.700348926
931	8.700223953
932	8.700117678
933	8.699964422
934	8.699861794
935	8.699716288
936	8.699603622
937	8.69948548
938	8.699368705
939	8.699249648
940	8.699153854
941	8.699046198
942	8.698926225
943	8.69881811
944	8.698678973
945	8.698550326
946	8.698394305
947	8.698296221
948	8.698185817
949	8.698071306
950	8.697959531
951	8.697840454
952	8.697732782
953	8.697610509
954	8.697484584
955	8.697375995
956	8.697310294
957	8.697207634
958	8.697053871
959	8.696937976
960	8.696828924
961	8.696693862
962	8.696610816
963	8.69652275
964	8.696417799
965	8.696231623
966	8.696129864
967	8.696034948
968	8.695912194
969	8.695781225
970	8.695664857
971	8.695557614
972	8.695429378
973	8.695277865
974	8.69516651
975	8.695080711
976	8.694982589
977	8.694880815
978	8.694741615
979	8.69464075
980	8.694517521
981	8.694376946
982	8.694242758
983	8.694176577
984	8.694064752
985	8.693938319
986	8.693792257
987	8.693697316
988	8.693613328
989	8.693481411
990	8.693364556
991	8.693224419
992	8.693157316
993	8.693002112
994	8.692899858
995	8.692772039
996	8.692666586
997	8.69257985
998	8.692490373
999	8.692369396
1000	8.692239286
1001	8.692121501
1002	8.692005997
1003	8.691940712
1004	8.691824749
1005	8.69167226
1006	8.691559945
1007	8.691447173
1008	8.691334856
1009	8.691255412
1010	8.691184642
1011	8.69108191
1012	8.690963196
1013	8.690834891
1014	8.690667317
1015	8.690565949
1016	8.690475995
1017	8.690364122
1018	8.690272796
1019	8.690179186
1020	8.690068679
1021	8.689964564
1022	8.689867298
1023	8.689726191
1024	8.689608372
1025	8.689490551
1026	8.689362681
1027	8.689232527
1028	8.689146213
1029	8.689058984
1030	8.688984543
1031	8.688884982
1032	8.688772631
1033	8.688658453
1034	8.688584008
1035	8.688450188
1036	8.688369803
1037	8.688246028
1038	8.68807749
1039	8.687947316
1040	8.687863273
1041	8.687754107
1042	8.687617991
1043	8.68750197
1044	8.68740833
1045	8.687300072
1046	8.687217393
1047	8.68703239
1048	8.686938288
1049	8.686850581
1050	8.686757848
1051	8.686671966
1052	8.686551821
1053	8.686477815
1054	8.686366347
1055	8.686262645
1056	8.686175844
1057	8.686028281
1058	8.685932341
1059	8.685805333
1060	8.685683349
1061	8.685538062
1062	8.685455366
1063	8.685348911
1064	8.685208188
1065	8.685128231
1066	8.685006694
1067	8.684901147
1068	8.684804281
1069	8.684668575
1070	8.684584043
1071	8.684483518
1072	8.684319476
1073	8.684203411
1074	8.684067696
1075	8.683990927
1076	8.683884911
1077	8.683762443
1078	8.683641801
1079	8.683568683
1080	8.683466775
1081	8.683383146
1082	8.68329586
1083	8.683215427
1084	8.683127682
1085	8.682948534
1086	8.68283565
1087	8.682756127
1088	8.682630444
1089	8.682466825
1090	8.682266638
1091	8.682162429
1092	8.682035823
1093	8.68195675
1094	8.681842482
1095	8.681729584
1096	8.681641824
1097	8.681558177
1098	8.681444361
1099	8.681342885
1100	8.681230437
1101	8.681129873
1102	8.681036622
1103	8.680947483
1104	8.680832288
1105	8.680728976
1106	8.680611035
1107	8.680490349
1108	8.68035549
1109	8.680236629
1110	8.680139254
1111	8.680023133
1112	8.679952271
1113	8.67985535
1114	8.679753398
1115	8.679645044
1116	8.679564121
1117	8.679481368
1118	8.679399987
1119	8.679278827
1120	8.679204758
1121	8.679093655
1122	8.678974319
1123	8.678907564
1124	8.678794628
1125	8.678669802
1126	8.678598929
1127	8.678517996
1128	8.67842746
1129	8.678318175
1130	8.678240898
1131	8.678162705
1132	8.678019579
1133	8.67792858
1134	8.677814259
1135	8.67765375
1136	8.67759613
1137	8.677428757
1138	8.677338667
1139	8.677256808
1140	8.677135618
1141	8.676997963
1142	8.6768818
1143	8.676735909
1144	8.676649928
1145	8.676535132
1146	8.676447777
1147	8.676340297
1148	8.676233273
1149	8.676161466
1150	8.676061757
1151	8.67599315
1152	8.675861423
1153	8.675721003
1154	8.675669774
1155	8.675556796
1156	8.675435582
1157	8.675321686
1158	8.675250785
1159	8.675150152
1160	8.67501338
1161	8.674950711
1162	8.674853734
1163	8.674740287
1164	8.674631413
1165	8.674557305
1166	8.674415034
1167	8.674334063
1168	8.674246685
1169	8.674122708
1170	8.674022977
1171	8.673905402
1172	8.67377776
1173	8.673665672
1174	8.673558615
1175	8.673458419
1176	8.673366
1177	8.673252077
1178	8.673158283
1179	8.673032918
1180	8.672879184
1181	8.672799112
1182	8.672700738
1183	8.672579942
1184	8.67249575
1185	8.672389594
1186	8.672297164
1187	8.672187802
1188	8.672088506
1189	8.671980971
1190	8.671895858
1191	8.671821727
1192	8.671709613
1193	8.671616261
1194	8.671516043
1195	8.671405298
1196	8.671261602
1197	8.671171906
1198	8.671038732
1199	8.670887708
1200	8.670798008
1201	8.67071151
1202	8.670604417
1203	8.670476727
1204	8.670403498
1205	8.670308301
1206	8.670215391
1207	8.670106918
1208	8.670004852
1209	8.669886307
1210	8.669772795
1211	8.669646008
1212	8.669536155
1213	8.669420808
1214	8.669336585
1215	8.669180038
1216	8.669077504
1217	8.668956657
1218	8.668882043
1219	8.668816583
1220	8.6687026
1221	8.668616539
1222	8.668536428
1223	8.668439379
1224	8.668326764
1225	8.668233375
1226	8.668087338
1227	8.667952286
1228	8.667836917
1229	8.667715138
1230	8.667594731
1231	8.667483936
1232	8.667408393
1233	8.66726921
1234	8.667165737
1235	8.66707554
1236	8.666995415
1237	8.666883697
1238	8.666778845
1239	8.66664881
1240	8.666538918
1241	8.666478478
1242	8.666391479
1243	8.666283416
1244	8.666167568
1245	8.666090182
1246	8.66599219
1247	8.665906102
1248	8.665810855
1249	8.665725682
1250	8.665642797
1251	8.665568612
1252	8.665494884
1253	8.665381773
1254	8.66521279
1255	8.665093264
1256	8.665004419
1257	8.664903667
1258	8.664818484
1259	8.664690709
1260	8.664579877
1261	8.6644379
1262	8.664307371
1263	8.664235007
1264	8.664093024
1265	8.663978063
1266	8.663883253
1267	8.663793938
1268	8.663680804
1269	8.663567669
1270	8.663447204
1271	8.663352846
1272	8.66324612
1273	8.663151302
1274	8.663028082
1275	8.662926849
1276	8.662841189
1277	8.662761483
1278	8.662676279
1279	8.662577332
1280	8.662514115
1281	8.662386306
1282	8.66228369
1283	8.662206728
1284	8.662128391
1285	8.662050511
1286	8.661949266
1287	8.661847561
1288	8.661735319
1289	8.661680342
1290	8.661617119
1291	8.661481049
1292	8.661383921
1293	8.66127488
1294	8.661168128
1295	8.661048087
1296	8.66095691
1297	8.660852903
1298	8.660726444
1299	8.660610063
1300	8.660549123
1301	8.660464356
1302	8.660369049
1303	8.660306274
1304	8.66023296
1305	8.660146815
1306	8.660053796
1307	8.659936031
1308	8.659859506
1309	8.659771983
1310	8.659696831
1311	8.659602891
1312	8.659516739
1313	8.659415006
1314	8.65927432
1315	8.659177167
1316	8.659034643
1317	8.658939779
1318	8.658881118
1319	8.6588165
1320	8.658700551
1321	8.658617141
1322	8.658491107
1323	8.658379279
1324	8.65826745
1325	8.658159744
1326	8.658020412
1327	8.657897578
1328	8.657797201
1329	8.657708282
1330	8.657608361
1331	8.65751944
1332	8.657445644
1333	8.657363138
1334	8.657274673
1335	8.657114241
1336	8.657017981
1337	8.656942347
1338	8.656836
1339	8.656696646
1340	8.65662376
1341	8.656527036
1342	8.656402347
1343	8.656331292
1344	8.656227687
1345	8.656137377
1346	8.656029644
1347	8.655931997
1348	8.655860021
1349	8.655776583
1350	8.655659219
1351	8.655557899
1352	8.655475834
1353	8.655399728
1354	8.655319036
1355	8.655245221
1356	8.65512464
1357	8.655010935
1358	8.654919695
1359	8.654842208
1360	8.654682648
1361	8.65458361
1362	8.654450181
1363	8.654349306
1364	8.654250722
1365	8.654169561
1366	8.654091151
1367	8.654036126
1368	8.653919655
1369	8.653823359
1370	8.653742194
1371	8.653670659
1372	8.653597289
1373	8.653495027
1374	8.653385887
1375	8.653268948
1376	8.653178607
1377	8.653084595
1378	8.65298187
1379	8.65286676
1380	8.652777791
1381	8.652684233
1382	8.652586089
1383	8.652505372
1384	8.652400346
1385	8.652318251
1386	8.652183411
1387	8.65210269
1388	8.652010501
1389	8.65192244
1390	8.651843551
1391	8.651776127
1392	8.651683477
1393	8.651611924
1394	8.651483036
1395	8.651364238
1396	8.651287637
1397	8.65120232
1398	8.651138562
1399	8.651039482
1400	8.650926182
1401	8.650847284
1402	8.650731688
1403	8.650658292
1404	8.65057618
1405	8.650489481
1406	8.650376632
1407	8.650278003
1408	8.650182584
1409	8.650121111
1410	8.649982567
1411	8.649893568
1412	8.649760984
1413	8.649671982
1414	8.649560958
1415	8.649464613
1416	8.649338905
1417	8.649255404
1418	8.649141163
1419	8.649038849
1420	8.648938828
1421	8.648851653
1422	8.648754383
1423	8.648582781
1424	8.648491932
1425	8.648369422
1426	8.648285911
1427	8.648164316
1428	8.648073921
1429	8.647967006
1430	8.647854583
1431	8.647767856
1432	8.647675621
1433	8.647576502
1434	8.647479218
1435	8.647403042
1436	8.647328241
1437	8.647240132
1438	8.647142385
1439	8.647088234
1440	8.646998286
1441	8.646927613
1442	8.646819766
1443	8.646708246
1444	8.646647667
1445	8.646560469
1446	8.646475564
1447	8.6463902
1448	8.646275921
1449	8.646184588
1450	8.646084993
1451	8.645980808
1452	8.645853213
1453	8.645769219
1454	8.645680176
1455	8.645602607
1456	8.645499793
1457	8.645411206
1458	8.645323536
1459	8.645216128
1460	8.645125244
1461	8.645033899
1462	8.644923733
1463	8.644831468
1464	8.644760318
1465	8.644663002
1466	8.644558799
1467	8.644467907
1468	8.644347635
1469	8.644215425
1470	8.644133711
1471	8.644028584
1472	8.643951459
1473	8.643888106
1474	8.643811439
1475	8.643713653
1476	8.643608061
1477	8.643530474
1478	8.643446917
1479	8.643372082
1480	8.643269241
1481	8.643201751
1482	8.64312416
1483	8.643018561
1484	8.642946477
1485	8.642861997
1486	8.64275364
1487	8.642664106
1488	8.642544727
1489	8.642459324
1490	8.642397338
1491	8.642312393
1492	8.642217804
1493	8.642124133
1494	8.642038726
1495	8.641941838
1496	8.641831633
1497	8.641745304
1498	8.641619025
1499	8.641502845
1500	8.641402278
1501	8.641299414
1502	8.641201599
1503	8.641088629
1504	8.641005049
1505	8.640925142
1506	8.640811249
1507	8.640716644
1508	8.640633979
1509	8.640506764
1510	8.640406645
1511	8.640275753
1512	8.640182519
1513	8.640078262
1514	8.639981812
1515	8.639906029
1516	8.639822437
1517	8.639715879
1518	8.639629989
1519	8.639537668
1520	8.639471067
1521	8.639374151
1522	8.639284123
1523	8.639201903
1524	8.639087529
1525	8.638985096
1526	8.638839943
1527	8.638768743
1528	8.638687896
1529	8.638628639
1530	8.638531713
1531	8.638441677
1532	8.638330968
1533	8.638234498
1534	8.638153187
1535	8.63805304
1536	8.637979996
1537	8.637878928
1538	8.637814612
1539	8.637725946
1540	8.637659791
1541	8.63756607
1542	8.637464079
1543	8.637345087
1544	8.637244472
1545	8.637150287
1546	8.63708183
1547	8.636980752
1548	8.636910915
1549	8.636821322
1550	8.636740457
1551	8.636643969
1552	8.636555291
1553	8.636450531
1554	8.636359554
1555	8.63624744
1556	8.636156001
1557	8.636079725
1558	8.63600161
1559	8.635926252
1560	8.635801725
1561	8.635709362
1562	8.635613782
1563	8.63549017
1564	8.635410212
1565	8.635318764
1566	8.635212151
1567	8.635123458
1568	8.635031548
1569	8.634924472
1570	8.6348537
1571	8.634759948
1572	8.634685039
1573	8.634549464
1574	8.634460305
1575	8.634370686
1576	8.634283823
1577	8.634205692
1578	8.634118368
1579	8.634033801
1580	8.633959345
1581	8.633875695
1582	8.633807213
1583	8.633722642
1584	8.633613252
1585	8.633539251
1586	8.633468927
1587	8.633377919
1588	8.633308053
1589	8.633247839
1590	8.63319452
1591	8.633132007
1592	8.63300698
1593	8.632929297
1594	8.63285713
1595	8.632768413
1596	8.632664986
1597	8.632531678
1598	8.632482492
1599	8.632403885
1600	8.632345963
1601	8.632262758
1602	8.632189665
1603	8.632105539
1604	8.632032904
1605	8.6319428
1606	8.631869245
1607	8.63179477
1608	8.631715697
1609	8.631622371
1610	8.631521689
1611	8.631427902
1612	8.631330895
1613	8.631241703
1614	8.631132281
1615	8.631051822
1616	8.630953432
1617	8.630862397
1618	8.630777798
1619	8.630663312
1620	8.630583309
1621	8.630526755
1622	8.630400771
1623	8.630315707
1624	8.630201675
1625	8.63011615
1626	8.630029704
1627	8.629934521
1628	8.629840257
1629	8.629735415
1630	8.629623215
1631	8.629526188
1632	8.629429619
1633	8.629336269
1634	8.629259473
1635	8.629174398
1636	8.629113236
1637	8.629019882
1638	8.628936185
1639	8.628846508
1640	8.628733376
1641	8.628580692
1642	8.628472156
1643	8.628379255
1644	8.628266117
1645	8.628192071
1646	8.628125843
1647	8.628015461
1648	8.627951071
1649	8.627867363
1650	8.627778136
1651	8.627698106
1652	8.627601057
1653	8.627515506
1654	8.627446973
1655	8.627355901
1656	8.627271268
1657	8.627200892
1658	8.627103378
1659	8.627004943
1660	8.626908806
1661	8.626815429
1662	8.62673079
1663	8.626633731
1664	8.62652149
