iter	Passed	Remaining
1685	6967	1297
1686	6971	1293
1687	6975	1289
1688	6979	1285
1689	6984	1281
1690	6987	1276
1691	6991	1272
1692	6995	1268
1693	7000	1264
1694	7005	1260
1695	7009	1256
1696	7014	1252
1697	7018	1248
1698	7022	1244
1699	7026	1239
1700	7031	1235
1701	7035	1231
1702	7039	1227
1703	7043	1223
1704	7048	1219
1705	7053	1215
1706	7057	1211
1707	7063	1207
1708	7067	1203
1709	7071	1199
1710	7075	1195
1711	7088	1192
1712	7095	1188
1713	7099	1184
1714	7105	1180
1715	7109	1176
1716	7114	1172
1717	7118	1168
1718	7123	1164
1719	7127	1160
1720	7131	1156
1721	7135	1151
1722	7139	1147
1723	7143	1143
1724	7150	1139
1725	7155	1135
1726	7159	1131
1727	7164	1127
1728	7168	1123
1729	7174	1119
1730	7180	1115
1731	7185	1111
1732	7190	1107
1733	7196	1103
1734	7200	1099
1735	7205	1095
1736	7210	1091
1737	7214	1087
1738	7219	1083
1739	7223	1079
1740	7227	1075
1741	7231	1071
1742	7235	1066
1743	7240	1062
1744	7245	1058
1745	7249	1054
1746	7253	1050
1747	7257	1046
1748	7260	1042
1749	7264	1037
1750	7269	1033
1751	7273	1029
1752	7278	1025
1753	7284	1021
1754	7289	1017
1755	7295	1013
1756	7300	1009
1757	7305	1005
1758	7310	1001
1759	7317	997
1760	7325	994
1761	7330	990
1762	7335	986
1763	7340	982
1764	7346	978
1765	7352	974
1766	7357	970
1767	7361	965
1768	7365	961
1769	7369	957
1770	7373	953
1771	7380	949
1772	7383	945
1773	7387	941
1774	7391	936
1775	7395	932
1776	7399	928
1777	7403	924
1778	7407	920
1779	7410	915
1780	7414	911
1781	7418	907
1782	7422	903
1783	7426	899
1784	7432	895
1785	7436	891
1786	7440	886
1787	7444	882
1788	7448	878
1789	7453	874
1790	7457	870
1791	7463	866
1792	7467	862
1793	7472	857
1794	7477	853
1795	7481	849
1796	7485	845
1797	7489	841
1798	7493	837
1799	7498	833
1800	7502	828
1801	7506	824
1802	7510	820
1803	7516	816
1804	7519	812
1805	7524	808
1806	7528	804
1807	7532	799
1808	7536	795
1809	7541	791
1810	7546	787
1811	7551	783
1812	7556	779
1813	7560	775
1814	7565	771
1815	7570	767
1816	7574	762
1817	7578	758
1818	7582	754
1819	7586	750
1820	7590	746
1821	7595	742
1822	7599	737
1823	7604	733
1824	7608	729
1825	7612	725
1826	7616	721
1827	7620	717
1828	7624	712
1829	7629	708
1830	7634	704
1831	7638	700
1832	7643	696
1833	7647	692
1834	7652	688
1835	7657	683
1836	7661	679
1837	7664	675
1838	7668	671
1839	7673	667
1840	7676	663
1841	7681	658
1842	7685	654
1843	7689	650
1844	7693	646
1845	7698	642
1846	7701	637
1847	7705	633
1848	7709	629
1849	7713	625
1850	7717	621
1851	7721	617
1852	7725	612
1853	7729	608
1854	7733	604
1855	7738	600
1856	7742	596
1857	7745	591
1858	7749	587
1859	7754	583
1860	7759	579
1861	7762	575
1862	7766	571
1863	7770	566
1864	7775	562
1865	7779	558
1866	7783	554
1867	7787	550
1868	7791	546
1869	7796	541
1870	7799	537
1871	7803	533
1872	7808	529
1873	7811	525
1874	7816	521
1875	7821	516
1876	7825	512
1877	7829	508
1878	7833	504
1879	7837	500
1880	7841	496
1881	7845	491
1882	7849	487
1883	7853	483
1884	7857	479
1885	7861	475
1886	7865	470
1887	7869	466
1888	7874	462
1889	7878	458
1890	7883	454
1891	7889	450
1892	7894	446
1893	7900	442
1894	7904	437
1895	7908	433
1896	7913	429
1897	7916	425
1898	7922	421
1899	7926	417
1900	7930	413
1901	7935	408
1902	7939	404
1903	7943	400
1904	7947	396
1905	7952	392
1906	7956	388
1907	7960	383
1908	7964	379
1909	7968	375
1910	7973	371
1911	7977	367
1912	7982	363
1913	7987	358
1914	7991	354
1915	7995	350
1916	8000	346
1917	8005	342
1918	8008	338
1919	8012	333
1920	8017	329
1921	8020	325
1922	8025	321
1923	8029	317
1924	8032	312
1925	8037	308
1926	8042	304
1927	8046	300
1928	8050	296
1929	8056	292
1930	8062	288
1931	8067	283
1932	8071	279
1933	8075	275
1934	8079	271
1935	8085	267
1936	8089	263
1937	8094	258
1938	8100	254
1939	8104	250
1940	8109	246
1941	8113	242
1942	8117	238
1943	8121	233
1944	8125	229
1945	8129	225
1946	8133	221
1947	8137	217
1948	8142	213
1949	8146	208
1950	8149	204
1951	8154	200
1952	8158	196
1953	8161	192
1954	8166	187
1955	8170	183
1956	8174	179
1957	8180	175
1958	8184	171
1959	8187	167
1960	8191	162
1961	8197	158
1962	8202	154
1963	8206	150
1964	8211	146
1965	8215	142
1966	8219	137
1967	8222	133
1968	8227	129
1969	8231	125
1970	8235	121
1971	8239	116
1972	8244	112
1973	8248	108
1974	8253	104
1975	8257	100
1976	8260	96
1977	8264	91
1978	8268	87
1979	8272	83
1980	8277	79
1981	8281	75
1982	8285	71
1983	8289	66
1984	8294	62
1985	8297	58
1986	8302	54
1987	8306	50
1988	8310	45
1989	8314	41
1990	8319	37
1991	8322	33
1992	8327	29
1993	8331	25
1994	8335	20
1995	8341	16
1996	8346	12
1997	8350	8
1998	8355	4
1999	8359	0
